Date;PAYEMS;PMI;MICH;ADS;USREC
01.03.2019;0,09786;54,6;98,4;-0,448829047;0
01.04.2019;0,13964;53,4;97,2;-0,558075683;0
01.05.2019;0,05647;52,3;100;-0,281708575;0
01.06.2019;0,1208;51,6;98,2;-0,201270732;0
01.07.2019;0,1286;51,3;98,4;-0,06729759;0
01.08.2019;0,13703;48,8;89,8;-0,064253802;0
01.09.2019;0,13751;48,2;93,2;-0,591332579;0
01.10.2019;0,12214;48,5;95,5;-0,132116279;0
01.11.2019;0,17207;48,1;96,8;-0,000184506;0
01.12.2019;0,12113;47,8;99,3;-0,172599681;0
01.01.2020;0,14069;50,9;99,8;-0,921686947;0
01.02.2020;0,16477;50,1;101;-7,663970814;0
01.03.2020;-0,90463;49,1;89,1;-26,73890285;1
01.04.2020;-14,80132;41,5;71,8;-15,40667561;1
01.05.2020;2,06971;43,1;72,3;6,753273011;1
01.06.2020;3,5309;52,6;78,1;7,463526802;1
01.07.2020;1,26976;54,2;72,5;4,416427992;1
01.08.2020;1,0612;56;74,1;2,40016682;1
01.09.2020;0,4675;55,4;;1,418005996;1
;;;;1,370126948;
